form;tense_in_paradigm;person;number;preverb;pre2;root;sf2;caus_sf;ending;tsch_class;morph_type;sub_id;id;vn
ამოუდგამთ;perfect;3;pl;ამო;უ;დგ;ამ;-;თ;T1;active;454-2;454;*დგმა
ვსდგამდი;imperfect;1;sg;-;ვს;დგ;ამ;-;დი;T1;active;454-2;454;*დგმა
ვდგამდი;imperfect;1;sg;-;ვ;დგ;ამ;-;დი;T1;active;454-2;454;*დგმა
სდგამდი;imperfect;2;sg;-;ს;დგ;ამ;-;დი;T1;active;454-2;454;*დგმა
ჰსდგამდი;imperfect;2;sg;-;ჰს;დგ;ამ;-;დი;T1;active;454-2;454;*დგმა
ჰდგამდი;imperfect;2;sg;-;ჰ;დგ;ამ;-;დი;T1;active;454-2;454;*დგმა
დგამდი;imperfect;2;sg;-;-;დგ;ამ;-;დი;T1;active;454-2;454;*დგმა
სდგამდა;imperfect;3;sg;-;ს;დგ;ამ;-;და;T1;active;454-2;454;*დგმა
ჰსდგამდა;imperfect;3;sg;-;ჰს;დგ;ამ;-;და;T1;active;454-2;454;*დგმა
ჰდგამდა;imperfect;3;sg;-;ჰ;დგ;ამ;-;და;T1;active;454-2;454;*დგმა
დგამდა;imperfect;3;sg;-;-;დგ;ამ;-;და;T1;active;454-2;454;*დგმა
ვსდგამდით;imperfect;1;pl;-;ვს;დგ;ამ;-;დით;T1;active;454-2;454;*დგმა
ვდგამდით;imperfect;1;pl;-;ვ;დგ;ამ;-;დით;T1;active;454-2;454;*დგმა
სდგამდით;imperfect;2;pl;-;ს;დგ;ამ;-;დით;T1;active;454-2;454;*დგმა
ჰსდგამდით;imperfect;2;pl;-;ჰს;დგ;ამ;-;დით;T1;active;454-2;454;*დგმა
ჰდგამდით;imperfect;2;pl;-;ჰ;დგ;ამ;-;დით;T1;active;454-2;454;*დგმა
დგამდით;imperfect;2;pl;-;-;დგ;ამ;-;დით;T1;active;454-2;454;*დგმა
სდგამდენ;imperfect;3;pl;-;ს;დგ;ამ;-;დენ;T1;active;454-2;454;*დგმა
სდგამდნენ;imperfect;3;pl;-;ს;დგ;ამ;-;დნენ;T1;active;454-2;454;*დგმა
ჰსდგამდენ;imperfect;3;pl;-;ჰს;დგ;ამ;-;დენ;T1;active;454-2;454;*დგმა
ჰსდგამდნენ;imperfect;3;pl;-;ჰს;დგ;ამ;-;დნენ;T1;active;454-2;454;*დგმა
ჰდგამდენ;imperfect;3;pl;-;ჰ;დგ;ამ;-;დენ;T1;active;454-2;454;*დგმა
ჰდგამდნენ;imperfect;3;pl;-;ჰ;დგ;ამ;-;დნენ;T1;active;454-2;454;*დგმა
დგამდენ;imperfect;3;pl;-;-;დგ;ამ;-;დენ;T1;active;454-2;454;*დგმა
დგამდნენ;imperfect;3;pl;-;-;დგ;ამ;-;დნენ;T1;active;454-2;454;*დგმა
ამოვსდგამდი;conditional;1;sg;ამო;ვს;დგ;ამ;-;დი;T1;active;454-2;454;*დგმა
ამოვდგამდი;conditional;1;sg;ამო;ვ;დგ;ამ;-;დი;T1;active;454-2;454;*დგმა
ამოსდგამდი;conditional;2;sg;ამო;ს;დგ;ამ;-;დი;T1;active;454-2;454;*დგმა
ამოჰსდგამდი;conditional;2;sg;ამო;ჰს;დგ;ამ;-;დი;T1;active;454-2;454;*დგმა
ამოჰდგამდი;conditional;2;sg;ამო;ჰ;დგ;ამ;-;დი;T1;active;454-2;454;*დგმა
ამოდგამდი;conditional;2;sg;ამო;-;დგ;ამ;-;დი;T1;active;454-2;454;*დგმა
ამოსდგამდა;conditional;3;sg;ამო;ს;დგ;ამ;-;და;T1;active;454-2;454;*დგმა
ამოჰსდგამდა;conditional;3;sg;ამო;ჰს;დგ;ამ;-;და;T1;active;454-2;454;*დგმა
ამოჰდგამდა;conditional;3;sg;ამო;ჰ;დგ;ამ;-;და;T1;active;454-2;454;*დგმა
ამოდგამდა;conditional;3;sg;ამო;-;დგ;ამ;-;და;T1;active;454-2;454;*დგმა
ამოვსდგამდით;conditional;1;pl;ამო;ვს;დგ;ამ;-;დით;T1;active;454-2;454;*დგმა
ამოვდგამდით;conditional;1;pl;ამო;ვ;დგ;ამ;-;დით;T1;active;454-2;454;*დგმა
ამოსდგამდით;conditional;2;pl;ამო;ს;დგ;ამ;-;დით;T1;active;454-2;454;*დგმა
ამოჰსდგამდით;conditional;2;pl;ამო;ჰს;დგ;ამ;-;დით;T1;active;454-2;454;*დგმა
ამოჰდგამდით;conditional;2;pl;ამო;ჰ;დგ;ამ;-;დით;T1;active;454-2;454;*დგმა
ამოდგამდით;conditional;2;pl;ამო;-;დგ;ამ;-;დით;T1;active;454-2;454;*დგმა
ამოსდგამდენ;conditional;3;pl;ამო;ს;დგ;ამ;-;დენ;T1;active;454-2;454;*დგმა
ამოსდგამდნენ;conditional;3;pl;ამო;ს;დგ;ამ;-;დნენ;T1;active;454-2;454;*დგმა
ამოჰსდგამდენ;conditional;3;pl;ამო;ჰს;დგ;ამ;-;დენ;T1;active;454-2;454;*დგმა
ამოჰსდგამდნენ;conditional;3;pl;ამო;ჰს;დგ;ამ;-;დნენ;T1;active;454-2;454;*დგმა
ამოჰდგამდენ;conditional;3;pl;ამო;ჰ;დგ;ამ;-;დენ;T1;active;454-2;454;*დგმა
ამოჰდგამდნენ;conditional;3;pl;ამო;ჰ;დგ;ამ;-;დნენ;T1;active;454-2;454;*დგმა
ამოდგამდენ;conditional;3;pl;ამო;-;დგ;ამ;-;დენ;T1;active;454-2;454;*დგმა
ამოდგამდნენ;conditional;3;pl;ამო;-;დგ;ამ;-;დნენ;T1;active;454-2;454;*დგმა
ვსდგა;optative;1;sg;-;ვს;დგ;-;-;ა;T1;active;454-2;454;*დგმა
ვდგა;optative;1;sg;-;ვ;დგ;-;-;ა;T1;active;454-2;454;*დგმა
ამოვსდგა;optative;1;sg;ამო;ვს;დგ;-;-;ა;T1;active;454-2;454;*დგმა
ამოვდგა;optative;1;sg;ამო;ვ;დგ;-;-;ა;T1;active;454-2;454;*დგმა
სდგა;optative;2;sg;-;ს;დგ;-;-;ა;T1;active;454-2;454;*დგმა
ჰსდგა;optative;2;sg;-;ჰს;დგ;-;-;ა;T1;active;454-2;454;*დგმა
ჰდგა;optative;2;sg;-;ჰ;დგ;-;-;ა;T1;active;454-2;454;*დგმა
დგა;optative;2;sg;-;-;დგ;-;-;ა;T1;active;454-2;454;*დგმა
ამოსდგა;optative;2;sg;ამო;ს;დგ;-;-;ა;T1;active;454-2;454;*დგმა
ამოჰსდგა;optative;2;sg;ამო;ჰს;დგ;-;-;ა;T1;active;454-2;454;*დგმა
ამოჰდგა;optative;2;sg;ამო;ჰ;დგ;-;-;ა;T1;active;454-2;454;*დგმა
ამოდგა;optative;2;sg;ამო;-;დგ;-;-;ა;T1;active;454-2;454;*დგმა
სდგას;optative;3;sg;-;ს;დგ;-;-;ას;T1;active;454-2;454;*დგმა
ჰსდგას;optative;3;sg;-;ჰს;დგ;-;-;ას;T1;active;454-2;454;*დგმა
ჰდგას;optative;3;sg;-;ჰ;დგ;-;-;ას;T1;active;454-2;454;*დგმა
დგას;optative;3;sg;-;-;დგ;-;-;ას;T1;active;454-2;454;*დგმა
ამოსდგას;optative;3;sg;ამო;ს;დგ;-;-;ას;T1;active;454-2;454;*დგმა
ამოჰსდგას;optative;3;sg;ამო;ჰს;დგ;-;-;ას;T1;active;454-2;454;*დგმა
ამოჰდგას;optative;3;sg;ამო;ჰ;დგ;-;-;ას;T1;active;454-2;454;*დგმა
ამოდგას;optative;3;sg;ამო;-;დგ;-;-;ას;T1;active;454-2;454;*დგმა
ვსდგათ;optative;1;pl;-;ვს;დგ;-;-;ათ;T1;active;454-2;454;*დგმა
ვდგათ;optative;1;pl;-;ვ;დგ;-;-;ათ;T1;active;454-2;454;*დგმა
ამოვსდგათ;optative;1;pl;ამო;ვს;დგ;-;-;ათ;T1;active;454-2;454;*დგმა
ამოვდგათ;optative;1;pl;ამო;ვ;დგ;-;-;ათ;T1;active;454-2;454;*დგმა
სდგათ;optative;2;pl;-;ს;დგ;-;-;ათ;T1;active;454-2;454;*დგმა
ჰსდგათ;optative;2;pl;-;ჰს;დგ;-;-;ათ;T1;active;454-2;454;*დგმა
ჰდგათ;optative;2;pl;-;ჰ;დგ;-;-;ათ;T1;active;454-2;454;*დგმა
დგათ;optative;2;pl;-;-;დგ;-;-;ათ;T1;active;454-2;454;*დგმა
ამოსდგათ;optative;2;pl;ამო;ს;დგ;-;-;ათ;T1;active;454-2;454;*დგმა
ამოჰსდგათ;optative;2;pl;ამო;ჰს;დგ;-;-;ათ;T1;active;454-2;454;*დგმა
ამოჰდგათ;optative;2;pl;ამო;ჰ;დგ;-;-;ათ;T1;active;454-2;454;*დგმა
ამოდგათ;optative;2;pl;ამო;-;დგ;-;-;ათ;T1;active;454-2;454;*დგმა
სდგან;optative;3;pl;-;ს;დგ;-;-;ან;T1;active;454-2;454;*დგმა
ჰსდგან;optative;3;pl;-;ჰს;დგ;-;-;ან;T1;active;454-2;454;*დგმა
ჰდგან;optative;3;pl;-;ჰ;დგ;-;-;ან;T1;active;454-2;454;*დგმა
დგან;optative;3;pl;-;-;დგ;-;-;ან;T1;active;454-2;454;*დგმა
ამოსდგან;optative;3;pl;ამო;ს;დგ;-;-;ან;T1;active;454-2;454;*დგმა
ამოჰსდგან;optative;3;pl;ამო;ჰს;დგ;-;-;ან;T1;active;454-2;454;*დგმა
ამოჰდგან;optative;3;pl;ამო;ჰ;დგ;-;-;ან;T1;active;454-2;454;*დგმა
ამოდგან;optative;3;pl;ამო;-;დგ;-;-;ან;T1;active;454-2;454;*დგმა
ამომედგა;pluperfect;1;sg;ამო;მე;დგ;-;-;ა;T1;active;454-2;454;*დგმა
ამოგედგა;pluperfect;2;sg;ამო;გე;დგ;-;-;ა;T1;active;454-2;454;*დგმა
ამოედგა;pluperfect;3;sg;ამო;ე;დგ;-;-;ა;T1;active;454-2;454;*დგმა
ამოგვედგა;pluperfect;1;pl;ამო;გვე;დგ;-;-;ა;T1;active;454-2;454;*დგმა
ამოგედგათ;pluperfect;2;pl;ამო;გე;დგ;-;-;ათ;T1;active;454-2;454;*დგმა
ამოედგათ;pluperfect;3;pl;ამო;ე;დგ;-;-;ათ;T1;active;454-2;454;*დგმა
ვსდგამდე;conj-present;1;sg;-;ვს;დგ;ამ;-;დე;T1;active;454-2;454;*დგმა
ვდგამდე;conj-present;1;sg;-;ვ;დგ;ამ;-;დე;T1;active;454-2;454;*დგმა
სდგამდე;conj-present;2;sg;-;ს;დგ;ამ;-;დე;T1;active;454-2;454;*დგმა
ჰსდგამდე;conj-present;2;sg;-;ჰს;დგ;ამ;-;დე;T1;active;454-2;454;*დგმა
ჰდგამდე;conj-present;2;sg;-;ჰ;დგ;ამ;-;დე;T1;active;454-2;454;*დგმა
დგამდე;conj-present;2;sg;-;-;დგ;ამ;-;დე;T1;active;454-2;454;*დგმა
სდგამდეს;conj-present;3;sg;-;ს;დგ;ამ;-;დეს;T1;active;454-2;454;*დგმა
ჰსდგამდეს;conj-present;3;sg;-;ჰს;დგ;ამ;-;დეს;T1;active;454-2;454;*დგმა
ჰდგამდეს;conj-present;3;sg;-;ჰ;დგ;ამ;-;დეს;T1;active;454-2;454;*დგმა
დგამდეს;conj-present;3;sg;-;-;დგ;ამ;-;დეს;T1;active;454-2;454;*დგმა
ვსდგამდეთ;conj-present;1;pl;-;ვს;დგ;ამ;-;დეთ;T1;active;454-2;454;*დგმა
ვდგამდეთ;conj-present;1;pl;-;ვ;დგ;ამ;-;დეთ;T1;active;454-2;454;*დგმა
სდგამდეთ;conj-present;2;pl;-;ს;დგ;ამ;-;დეთ;T1;active;454-2;454;*დგმა
ჰსდგამდეთ;conj-present;2;pl;-;ჰს;დგ;ამ;-;დეთ;T1;active;454-2;454;*დგმა
